System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers,,,1080 Avalanche,1775
arcade,brix,Brix,,,,,,,,,,VERTICAL,1982,2,4 way,1,Other,joyvertical2way,,Cinematronics / Advanced Microcomputer Systems,,,,
arcade,brutforc,Brute Force,,,,,,,,,,HORIZONTAL,1991,3,8 way,2,Other,joy8way,,Leland Corporation,,,,
arcade,bubsymphe,Bubble Symphony,,,,,,,,,,HORIZONTAL,1994,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,buccanrs,Buccaneers,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,Duintronic,,,,
arcade,bullet,Bullet,,,,,,,,,,HORIZONTAL,1987,3,twin stick,0,SEGA,doublejoy8way,,SEGA,,,,
arcade,bullfgt,Bullfight,,,,,,,,,,HORIZONTAL,1984,2,8 way,2,SEGA,joy8way,,Coreland / SEGA,,,,
arcade,burningf,Burning Fight,,,,,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,burnforc,"Burning Force (Japan, new version",,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,brival,Burning Rival,,,,,,,,,,HORIZONTAL,1992,2,8 way,6,SEGA,joy8way,,SEGA,,,,
arcade,bbros,Buster Bros.,,,,,,,,,,HORIZONTAL,1989,2,4 way,2,Capcom,joy4way,,Mitchell / Capcom,,,,
arcade,butasan,Butasan: Pig's & Bomber's,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Other,joy8way,,NMK / Jaleco license,,,,
arcade,cachat,Cachat,,,,,,,,,,HORIZONTAL,1993,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,cameltry,Cameltry,,,,,,,,,,HORIZONTAL,1989,2,analog,1,Taito,,dial,Taito,,,,
arcade,canyon,Canyon Bomber,,,,,,,,,,HORIZONTAL,1977,2,buttons only,2,Atari,,only_buttons,Atari,,,,
arcade,cbasebal,Capcom Baseball,,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom,,,,
arcade,capbowl,Capcom Bowling,,,,,,,,,,VERTICAL,1988,2,buttons only,2,Capcom,,only_buttons / trackball,Incredible Technologies / Capcom,,,,
arcade,ctomaday,Captain Tomaday,,,,,,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,Visco,,,,
arcade,centipdd,Centipede Dux,,,,,,,,,,VERTICAL,1989,2,8 way,1,Other,joy8way,trackball,hack / Two-Bit Score,,,,
arcade,chaknpop,Chack'n Pop,,,,,,,,,,HORIZONTAL,1983,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,chameleo,Chameleon,,,,,,,,,,HORIZONTAL,1983,2,4 way,1,Other,joy4way,,Jaleco,,,,
arcade,champbas,Champion Base Ball,,,,,,,,,,HORIZONTAL,1983,2,8 way,3,SEGA,joy8way,,Alpha Denshi Co. / SEGA,,,,
arcade,champwr,Champion Wrestler,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,chanbara,Chanbara,,,,,,,,,,VERTICAL,1985,2,twin stick,0,Data East,doublejoy4way,,Data East,,,,
arcade,cairblad,Change Air Blade,,,,,,,,,,VERTICAL,1999,2,8 way,3,Other,joy8way,,Sammy,,,,
arcade,charlien,Charlie Ninja,,,,,,,,,,HORIZONTAL,1995,2,8 way,3,Other,joy8way,,Mitchell / Mitchell Corporation,,,,
arcade,cbombers,Chase Bombers,,,,,,,,,,HORIZONTAL,1994,1,analog,5,Taito,,stick,Taito,,,,
arcade,cshift,Chicken Shift,,,,,,,,,,HORIZONTAL,1984,1,buttons only,2,Other,,only_buttons,Bally/Sente,,,,
arcade,chinagat,China Gate,,,,,,,,,,HORIZONTAL,1988,2,8 way,3,Technos,joy8way,,Technos Japan / Taito,,,,
arcade,chinhero,Chinese Hero,,,,,,,,,,VERTICAL,1984,2,4 way,4,Other,joy4way,,Taiyo System,,,,
arcade,berabohm,Chou Zetsurinjin Berabowman,,,,,,,,,,HORIZONTAL,1988,2,8 way,6,Namco,joy8way,,Namco,,,,
arcade,chukatai,Chuka Taisen (World),,,,,,,,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,citybomb,City Bomber,,,,,,,,,,VERTICAL,1987,2,8 way,3,Konami,joy8way,pedal / paddle,Konami,,,,
arcade,clshroad,Clash-Road,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Other,joy8way,,Woodplace Inc.,,,,
arcade,cloak,Cloak & Dagger,,,,,,,,,,HORIZONTAL,1983,1,twin stick,1,Atari,doublejoy8way,,Atari,,,,
arcade,cltchitr,Clutch Hitter (US),,,,,,,,,,HORIZONTAL,1991,2,8 way,3,SEGA,joy8way,,SEGA,,,,
arcade,columns,Columns,,,,,,,,,,HORIZONTAL,1990,2,8 way,1,SEGA,joy8way,,SEGA,,,,
arcade,columns2,Columns 2: The Voyage Through Time,,,,,,,,,,HORIZONTAL,1990,2,8 way,1,SEGA,joy8way,,SEGA,,,,
arcade,condor,Condor,,,,,,,,,,VERTICAL,1981,2,4 way,2,Other,joy2way,,bootleg / Sidam,,,,
arcade,coolridr,Cool Riders,,,,,,,,,,HORIZONTAL,1995,2,analog,4,SEGA,,pedal / paddle,SEGA,,,,
arcade,cavenger,Cosmic Avenger,,,,,,,,,,HORIZONTAL,1981,2,8 way,2,Other,joy8way,,Universal,,,,
arcade,cottonbm,Cotton Boomerang,,,,,,,,,,HORIZONTAL,1998,4,8 way,4,Other,joy8way,,Success,,,,
arcade,countrunb,Counter Run,,,,,,,,,,HORIZONTAL,1988,2,8 way,2,Other,joy8way,dial,bootleg,,,,
arcade,crater,Crater Raider,,,,,,,,,,HORIZONTAL,1984,1,4 way,3,Midway,joyvertical2way,dial,Bally Midway,,,,
arcade,crbaloon,Crazy Balloon,,,,,,,,,,VERTICAL,1980,2,8 way,1,Taito,joy8way,,Taito,,,,
arcade,cclimbr2,Crazy Climber 2,,,,,,,,,,HORIZONTAL,1988,2,twin stick,0,Other,doublejoy8way,,Nichibutsu,,,,
arcade,crazyfgt,Crazy Fight,,,,,,,,,,HORIZONTAL,1996,1,8 way,unknown,Other,unknown,unknown,Subsino,,,,
arcade,ckong,Crazy Kong,,,,,,,,,,VERTICAL,1981,2,4 way,1,Other,joy4way,,Kyoei / Falcon,,,,
arcade,crzytaxi,Crazy Taxi,,,,,,,,,,HORIZONTAL,1999,1,analog,2,SEGA,,pedal / paddle,SEGA,,,,
arcade,crimec,Crime City,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,crospang,Cross Pang,,,,,,,,,,HORIZONTAL,1998,2,4 way,2,Other,joy4way,,F2 System,,,,
arcade,crswd2bl,Crossed Swords 2,,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,bootleg / Razoola,,,,
arcade,crush,Crush Roller,,,,,,,,,,VERTICAL,1981,2,4 way,0,Other,joy4way,,"Alpha Denshi Co. / Kural Samno Electric, Ltd.",,,,
arcade,crysking,"Crystal of Kings, The",,,,,,,,,,HORIZONTAL,2001,4,8 way,4,Other,joy8way,,BrezzaSoft,,,,
arcade,cutefght,Cute Fighter,,,,,,,,,,HORIZONTAL,1998,2,8 way,3,Other,joy8way,,SemiCom,,,,
arcade,cybattlr,Cybattler,,,,,,,,,,VERTICAL,1993,2,8 way,2,Other,joy8way,,Jaleco,,,,
arcade,cybrcomm,Cyber Commando,,,,,,,,,,HORIZONTAL,1994,2,analog,3,Namco,,stick,Namco,,,,
arcade,cybrcycc,Cyber Cycles,,,,,,,,,,HORIZONTAL,1995,1,analog,0,Namco,,pedal / paddle,Namco,,,,
arcade,cybsled,Cyber Sled,,,,,,,,,,HORIZONTAL,1993,2,analog,3,Namco,,stick,Namco,,,,
arcade,ddcrew,"D. D. Crew (World, 3 Players)",,,,,,,,,,HORIZONTAL,1991,3,8 way,3,SEGA,joy8way,,SEGA,,,,
arcade,danceyes,Dancing Eyes,,,,,,,,,,HORIZONTAL,1996,4,8 way,3,Namco,joy8way,,Namco,,,,
arcade,dangseed,Dangerous Seed,,,,,,,,,,VERTICAL,1989,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,dfeveron,Dangun Feveron,,,,,,,,,,VERTICAL,1998,2,8 way,3,Cave,joy8way,,Cave / Nihon System license,,,,
arcade,indyheat,Danny Sullivan's Indy Heat,,,,,,,,,,HORIZONTAL,1991,3,analog,2,Other,,pedal / dial,Leland Corporation,,,,
arcade,darius2do,Darius II (dual screen),,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,darkedge,Dark Edge,,,,,,,,,,HORIZONTAL,1992,2,8 way,5,SEGA,joy8way,,SEGA,,,,
arcade,darwin,Darwin 4078,,,,,,,,,,VERTICAL,1986,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,demoderb,Demolition Derby,,,,,,,,,,HORIZONTAL,1984,4,analog,2,Midway,,dial,Bally Midway,,,,
arcade,demon,Demon,,,,,,,,,,HORIZONTAL,1982,2,4 way,3,Other,joy2way,,Rock-Ola,,,,
arcade,denjinmk,Denjin Makai,,,,,,,,,,HORIZONTAL,1994,4,8 way,3,Other,joy8way,,Winkysoft / Banpresto license,,,,
arcade,depthch,Depthcharge,,,,,,,,,,HORIZONTAL,1977,1,4 way,2,Other,joy2way,,Gremlin,,,,
arcade,desertwr,Desert War,,,,,,,,,,VERTICAL,1995,2,8 way,5,Other,joy8way,,Jaleco,,,,
arcade,destroyr,Destroyer,,,,,,,,,,HORIZONTAL,1977,1,analog,2,Atari,,paddle,Atari,,,,
arcade,dinorex,Dino Rex,,,,,,,,,,HORIZONTAL,1992,2,8 way,3,Taito,joy8way,,Taito,,,,
arcade,dirtdash,Dirt Dash,,,,,,,,,,HORIZONTAL,1995,1,analog,4,Namco,joyvertical2way,pedal / paddle,Namco,,,,
arcade,dirtfoxj,Dirt Fox,,,,,,,,,,VERTICAL,1989,1,analog,2,Namco,,pedal / paddle,Namco,,,,
arcade,dorunrun,Do! Run Run,,,,,,,,,,HORIZONTAL,1984,2,4 way,2,Other,joy4way,,Universal,,,,
arcade,domino,Domino Man,,,,,,,,,,HORIZONTAL,1982,2,4 way,1,Midway,joy4way,,Bally Midway,,,,
arcade,dominos,Dominos,,,,,,,,,,HORIZONTAL,1977,2,4 way,0,Atari,joy4way,,Atari,,,,
arcade,dondokod,Don Doko Don,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,dkongpe,Donkey Kong: Pauline Edition Rev 5,,,,,,,,,,VERTICAL,2013,2,4 way,1,Other,joy4way,,hack / Clay Cowgill and Mike Mika,,,,
arcade,dblaxle,Double Axle,,,,,,,,,,HORIZONTAL,1991,1,analog,5,Taito,,paddle,Taito,,,,
arcade,ddragon3,Double Dragon 3: The Rosetta Stone,,,,,,,,,,HORIZONTAL,1990,3,8 way,3,Technos,joy8way,,East Technology / Technos Japan,,,,
arcade,dbldynu,"Double Dynamites, The",,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Seibu Kaihatsu / Fabtek license,,,,
arcade,dblewing,Double Wings,,,,,,,,,,VERTICAL,1993,2,8 way,3,Other,joy8way,,Mitchell,,,,
arcade,downtownj,DownTown,,,,,,,,,,VERTICAL,1989,2,8 way,2,Other,joy8way,positional,Seta,,,,
arcade,drmicro,Dr. Micro,,,,,,,,,,VERTICAL,1983,2,4 way,1,Other,joy4way,,Sanritsu,,,,
arcade,drtoppel,Dr. Toppel's Adventure,,,,,,,,,,VERTICAL,1987,2,8 way,2,Taito,joy8way,,Kaneko / Taito,,,,
arcade,dbz,Dragon Ball Z,,,,,,,,,,HORIZONTAL,1993,2,8 way,4,Other,joy8way,,Banpresto,,,,
arcade,dbz2,Dragon Ball Z 2: Super Battle,,,,,,,,,,HORIZONTAL,1994,2,8 way,4,Other,joy8way,,Banpresto,,,,
arcade,dbzvrvs,Dragon Ball Z V.R.V.S.,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,SEGA,joy8way,,SEGA / Banpresto,,,,
arcade,drgnbowl,Dragon Bowl,,,,,,,,,,HORIZONTAL,1992,2,8 way,3,Other,joy8way,,Nics,,,,
arcade,drgnmst,Dragon Master,,,,,,,,,,HORIZONTAL,1994,2,8 way,7,Other,joy8way,,Unico,,,,
arcade,drgnunit,Dragon Unit,,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Athena / Seta,,,,
arcade,dlair,Dragon's Lair,,,,,,,,,,HORIZONTAL,1983,1,8 way,1,Other,joy8way,,Cinematronics,,,,
arcade,dragoona,Dragoon Might,,,,,,,,,,HORIZONTAL,1995,2,8 way,6,Konami,joy8way,,Konami,,,,
arcade,dsoccr94,Dream Soccer '94,,,,,,,,,,HORIZONTAL,1994,4,8 way,3,Irem,joy8way,,Irem / Data East,,,,
arcade,dreamwld,Dream World,,,,,,,,,,HORIZONTAL,2000,2,8 way,3,Other,joy8way,,SemiCom,,,,
arcade,drifto94,Drift Out '94: The Hard Order,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,Visco,,,,
arcade,dungeonm,Dungeon Magic,,,,,,,,,,HORIZONTAL,1993,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,dunkshot,Dunk Shot,,,,,,,,,,HORIZONTAL,1987,4,trackball,2,SEGA,,trackball,SEGA,,,,
arcade,dyger,Dyger,,,,,,,,,,VERTICAL,1989,1,8 way,3,Other,joy8way,,Philko,,,,
arcade,edf,E.D.F.: Earth Defense Force,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Other,joy8way,,Jaleco,,,,
arcade,eaglshot,Eagle Shot Golf,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,trackball,Sammy,,,,
arcade,ehrgeiz,Ehrgeiz,,,,,,,,,,HORIZONTAL,1998,2,8 way,6,Namco,joy8way,,Square / Namco,,,,
arcade,8ballact,Eight Ball Action,,,,,,,,,,VERTICAL,1984,2,8 way,1,Other,joy8way,,Seatongrove Ltd / Magic Electronics USA license,,,,
arcade,eightfrc,Eight Forces,,,,,,,,,,VERTICAL,1994,2,8 way,2,Tecmo,joy8way,,Tecmo,,,,
arcade,enforce,Enforce,,,,,,,,,,HORIZONTAL,1988,1,8 way,2,Taito,joy8way,,Taito,,,,
arcade,equites,Equites,,,,,,,,,,VERTICAL,1984,2,8 way,3,Other,joy8way,,Alpha Denshi Co.,,,,
arcade,esckids,Escape Kids,,,,,,,,,,HORIZONTAL,1991,4,8 way,2,Konami,joy8way,,Konami,,,,
arcade,evilston,Evil Stone,,,,,,,,,,VERTICAL,1990,2,4 way,2,Other,joy4way,,"Spacy Industrial, Ltd.",,,,
arcade,evosocc,Evolution Soccer,,,,,,,,,,HORIZONTAL,2001,4,8 way,4,Other,joy8way,,Evoga,,,,
arcade,explbrkr,Explosive Breaker,,,,,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Kaneko,,,,
arcade,extrmatn,Extermination,,,,,,,,,,VERTICAL,1987,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,exterm,Exterminator,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,dial,Gottlieb / Premier Technology,,,,
arcade,extdwnhl,Extreme Downhill,,,,,,,,,,HORIZONTAL,1995,2,4 way,1,Other,joy2way,,Sammy Industries Japan / Sammy Studios,,,,
arcade,exvania,Exvania,,,,,,,,,,HORIZONTAL,1992,4,8 way,3,Namco,joy8way,,Namco,,,,
arcade,exzisus,Exzisus,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,f1gp,F-1 Grand Prix,,,,,,,,,,VERTICAL,1991,1,analog,2,Other,joy2way,stick,Video System Co.,,,,
arcade,f1gp2,F-1 Grand Prix Part 2,,,,,,,,,,VERTICAL,1992,1,analog,3,Other,joy2way,stick,Video System Co.,,,,
arcade,f1gpstr2,F-1 Grand Prix Star 2,,,,,,,,,,HORIZONTAL,1993,1,analog,2,Other,,pedal / paddle,Jaleco,,,,
arcade,f1en,F1 Exhaust Note,,,,,,,,,,HORIZONTAL,1991,2,analog,2,SEGA,,pedal / paddle,SEGA,,,,
arcade,f1lap,F1 Super Lap,,,,,,,,,,HORIZONTAL,1993,1,analog,3,SEGA,,pedal / paddle,SEGA,,,,
arcade,flstory,"FairyLand Story, The",,,,,,,,,,HORIZONTAL,1985,2,4 way,2,Taito,joy2way,,Taito,,,,
arcade,daraku,"Fallen Angels (World), The",,,,,,,,,,HORIZONTAL,1998,2,8 way,4,Psikyo,joy8way,,Psikyo / Steel Hearts,,,,
arcade,fantjour,Fantastic Journey,,,,,,,,,,HORIZONTAL,1994,4,8 way,3,Konami,joy8way,,Konami,,,,
arcade,fantland,Fantasy Land,,,,,,,,,,HORIZONTAL,null,2,8 way,2,Other,joy8way,,Electronic Devices Italy,,,,
arcade,fantzn2,Fantasy Zone 2: The Tears of Opa-Opa,,,,,,,,,,HORIZONTAL,1988,1,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,fastlane,Fast Lane,,,,,,,,,,VERTICAL,1987,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,fatfury2,Fatal Fury 2,,,,,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,fatfury3,Fatal Fury 3: Road to the Final Victory,,,,,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,fatfury1,Fatal Fury: King of Fighters,,,,,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,feversos,Fever SOS,,,,,,,,,,VERTICAL,1998,2,8 way,3,Cave,joy8way,,Cave / Nihon System license,,,,
arcade,fightfev,Fight Fever,,,,,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,Viccom,,,,
arcade,fghtatck,Fighter & Attacker,,,,,,,,,,VERTICAL,1992,4,8 way,3,Namco,joy8way,,Namco,,,,
arcade,fghthist,Fighter's History,,,,,,,,,,HORIZONTAL,1993,2,8 way,6,Data East,joy8way,,Data East,,,,
arcade,ffreveng,Final Fight Revenge,,,,,,,,,,HORIZONTAL,1999,2,8 way,6,Capcom,joy8way,,Capcom,,,,
arcade,finallap,Final Lap,,,,,,,,,,HORIZONTAL,1987,1,analog,1,Namco,,pedal / paddle,Namco,,,,
arcade,fstarfrc,Final Star Force,,,,,,,,,,VERTICAL,1992,2,8 way,2,Tecmo,joy8way,,Tecmo,,,,
arcade,finalizr,Finalizer: Super Transformation,,,,,,,,,,VERTICAL,1985,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,firebarr,Fire Barrel,,,,,,,,,,VERTICAL,1993,2,8 way,3,Irem,joy8way,,Irem,,,,
arcade,firefox,Fire Fox,,,,,,,,,,HORIZONTAL,1984,1,analog,4,Atari,,stick,Atari,,,,
arcade,firetrap,Fire Trap,,,,,,,,,,VERTICAL,1986,2,twin stick,1,Data East,doublejoy4way,,Woodplace Inc. / Data East,,,,
arcade,fiveside,Five a Side Soccer,,,,,,,,,,VERTICAL,1995,2,trackball,1,Konami,,trackball,Konami,,,,
arcade,flashgal,Flashgal,,,,,,,,,,HORIZONTAL,1985,2,8 way,2,SEGA,joy8way,,Kyugo / SEGA,,,,
arcade,flytiger,Flying Tiger,,,,,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Dooyong,,,,
arcade,formatz,Formation Z,,,,,,,,,,HORIZONTAL,1984,2,8 way,2,Other,joy8way,,Jaleco,,,,
arcade,frenzy,Frenzy,,,,,,,,,,HORIZONTAL,1981,2,8 way,1,Other,joy8way,,"Stern Electronics / Stern Electronics, Inc.",,,,
arcade,friskyt,Frisky Tom,,,,,,,,,,HORIZONTAL,1981,2,8 way,0,Other,joy8way,,Nichibutsu,,,,
arcade,funkyjet,Funky Jet,,,,,,,,,,HORIZONTAL,1992,2,8 way,3,Data East,joy8way,,Mitchell / Data East,,,,
arcade,futspy,Future Spy,,,,,,,,,,VERTICAL,1984,2,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,gdarius2,G-Darius Ver.2,,,,,,,,,,HORIZONTAL,1997,4,8 way,3,Taito,joy8way,,Taito,,,,
arcade,gstream,G-Stream G2020,,,,,,,,,,VERTICAL,2002,2,8 way,4,Other,joy8way,,Oriental Soft Japan,,,,
arcade,gaia,Gaia Crusaders,,,,,,,,,,HORIZONTAL,1999,2,8 way,4,Other,joy8way,,Noise Factory,,,,
arcade,gaialast,Gaia: The Last Choice of Earth,,,,,,,,,,HORIZONTAL,1999,2,8 way,3,Other,joy8way,,SemiCom / XESS,,,,
arcade,galastrm,Galactic Storm,,,,,,,,,,HORIZONTAL,1992,1,analog,4,Taito,,stick,Taito,,,,
arcade,gwarrior,Galactic Warriors,,,,,,,,,,HORIZONTAL,1985,2,8 way,3,Konami,joy8way,,Konami,,,,
arcade,galaxyfg,Galaxy Fight: Universal Warriors,,,,,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Sunsoft,,,,
arcade,galaxyr,Galaxy Ranger,,,,,,,,,,HORIZONTAL,1983,1,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,galmedes,Galmedes,,,,,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Visco,,,,
arcade,galpani2,Gals Panic 2,,,,,,,,,,VERTICAL,1993,2,8 way,3,Other,joy8way,,Kaneko,,,,
arcade,galpans2,Gals Panic S2,,,,,,,,,,HORIZONTAL,1999,2,8 way,1,Other,joy8way,,Kaneko,,,,
arcade,gametngk,"Game Paradise, The: Master of Shooting!",,,,,,,,,,VERTICAL,1995,2,8 way,5,Other,joy8way,,Jaleco,,,,
arcade,garyoret,Garyo Retsuden,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,gatedoom,Gate of Doom,,,,,,,,,,HORIZONTAL,1990,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,gauntlet,Gauntlet,,,,,,,,,,HORIZONTAL,1985,4,8 way,2,Atari,joy8way,,Atari Games / Atari,,,,
arcade,gaunt2,Gauntlet 2,,,,,,,,,,HORIZONTAL,1986,4,8 way,2,Atari,joy8way,,Atari Games / Atari,,,,
arcade,gekiridn,Gekirindan,,,,,,,,,,VERTICAL,1995,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,gemini,Gemini Wing,,,,,,,,,,VERTICAL,1987,2,8 way,2,Tecmo,joy8way,,Tecmo,,,,
arcade,genix,Genix Family,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,NIX,,,,
arcade,genpeitd,Genpei ToumaDen,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Namco,joy8way,,Namco,,,,
arcade,ghostlop,Ghostlop,,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Data East,,,,
arcade,gigandes,Gigandes,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,East Technology,,,,
arcade,yamagchi,Go Go Mr. Yamaguchi,,,,,,,,,,VERTICAL,1985,2,8 way,2,Taito,joy8way,,Kaneko / Taito,,,,
arcade,goalx3,Goal! Goal! Goal!,,,,,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Visco,,,,
arcade,plegends,Gogetsuji Legends,,,,,,,,,,HORIZONTAL,1995,2,8 way,4,Other,joy8way,,Atlus,,,,
arcade,gokuparo,Gokujyou Parodius,,,,,,,,,,HORIZONTAL,1994,4,8 way,3,Konami,joy8way,,Konami,,,,
arcade,goldmedl,Gold Medalist,,,,,,,,,,HORIZONTAL,1988,4,buttons only,3,SNK,,only_buttons,SNK,,,,
arcade,gt99,Golden Tee '99,,,,,,,,,,HORIZONTAL,1999,2,trackball,2,Other,,trackball,Incredible Technologies,,,,
arcade,gtg,Golden Tee Golf,,,,,,,,,,HORIZONTAL,1990,2,8 way,1,Other,joy8way,,Strata/Incredible Technologies,,,,
arcade,gtg2,Golden Tee Golf 2,,,,,,,,,,HORIZONTAL,1992,2,trackball,2,Other,,trackball,Strata/Incredible Technologies / Strata,,,,
arcade,gondo,Gondomania,,,,,,,,,,VERTICAL,1987,2,8 way,2,Data East,joy8way,positional,Data East,,,,
arcade,gradius4,Gradius 4: Fukkatsu,,,,,,,,,,HORIZONTAL,1998,2,8 way,3,Konami,joy8way,,Konami,,,,
arcade,f1gpstar,Grand Prix Star,,,,,,,,,,HORIZONTAL,1992,1,analog,2,Other,,pedal / paddle,Jaleco,,,,
arcade,gratia,Gratia: Second Earth,,,,,,,,,,HORIZONTAL,1996,2,8 way,5,Other,joy8way,,Jaleco,,,,
arcade,gseeker,Grid Seeker: Project Storm Hammer,,,,,,,,,,VERTICAL,1992,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,grindstm,Grind Stormer,,,,,,,,,,VERTICAL,1992,2,8 way,2,Toaplan,joy8way,,Toaplan,,,,
arcade,grobda,Grobda,,,,,,,,,,VERTICAL,1984,2,8 way,2,Namco,joy8way,,Namco,,,,
arcade,grdforce,Guardian Force,,,,,,,,,,HORIZONTAL,1998,4,8 way,4,Other,joy8way,,Success,,,,
arcade,grdnstrm,Guardian Storm,,,,,,,,,,HORIZONTAL,1998,2,8 way,2,Other,joy8way,,Afega / Apples Industries license,,,,
arcade,gulfstrm,Gulf Storm,,,,,,,,,,VERTICAL,1991,2,8 way,2,Other,joy8way,,Dooyong,,,,
arcade,gulfwar2,Gulf War 2,,,,,,,,,,VERTICAL,1991,2,8 way,2,Other,joy8way,,Comad,,,,
arcade,gunfront,Gun & Frontier,,,,,,,,,,VERTICAL,1990,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,gunfight,Gun Fight,,,,,,,,,,HORIZONTAL,1975,2,8 way,1,Midway,joy8way,positional,Dave Nutting Associates / Midway,,,,
arcade,gunmast,Gun Master,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,Metro,,,,
arcade,gururin,Gururin,,,,,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,Face,,,,
arcade,guzzler,Guzzler,,,,,,,,,,VERTICAL,1983,2,4 way,1,Other,joy4way,,Tehkan / Tehkan Ltd.,,,,
arcade,hal21,HAL21,,,,,,,,,,VERTICAL,1985,2,8 way,2,SNK,joy8way,,SNK,,,,
arcade,hachamfb,Hacha Mecha Fighter,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Other,joy8way,,bootleg,,,,
arcade,hachoo,Hachoo!,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,Jaleco,,,,
arcade,hamaway,Hammer Away,,,,,,,,,,VERTICAL,1991,2,8 way,3,SEGA,joy8way,,SEGA / Santos,,,,
arcade,hangonjr,Hang-On Jr.,,,,,,,,,,HORIZONTAL,1985,1,analog,0,SEGA,,pedal / paddle,SEGA,,,,
arcade,hangzo,Hangzo,,,,,,,,,,HORIZONTAL,1992,2,8 way,3,Other,joy8way,,Hot-B,,,,
arcade,harddriv,Hard Drivin',,,,,,,,,,HORIZONTAL,1988,1,analog,0,Atari,,pedal / stick / paddle,Atari Games,,,,
